est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
127,284,24715,67656198,21,0
29,65,65978,42961489,24,0
50,113,63841,1716885,23,0
73,163,66385,71489214,22,0
291,651,43341,37484977,19,0
96,215,67983,24623529,22,0
53,118,46045,60320316,23,0
44,98,49868,41489321,23,0
53,119,43013,6417298,23,0
21,47,55143,52412273,25,0
58,130,32686,35466782,23,0
9,21,15184,60175241,27,0
2,5,64134,35626249,30,0
6,14,51013,57968544,28,0
42,94,50355,23235729,24,0
27,62,30963,2728227,24,0
160,358,35278,30453504,21,0
60,136,51899,13823449,23,0
14,31,50544,44318197,26,0
9,21,67305,37822590,27,0
49,110,86991,23965137,23,0
25,56,68532,62074868,25,0
6,15,54559,62620827,27,0
13,29,27065,518206,26,0
291,651,1508,74255356,19,0
22,49,23003,18216143,25,0
280,628,10302,68589222,19,0
157,351,27406,43797572,21,0
160,358,79681,15487940,21,1
123,276,71686,16311581,21,0
88,196,29391,38009407,22,0
73,163,36513,22876094,22,0
30,67,34627,50721386,24,0
60,136,21464,33916126,23,0
23,52,33316,10150661,25,0
29,66,44190,62470509,24,0
200,448,42608,29575014,20,0
278,622,43639,48919639,19,0
22,49,14569,12079713,25,0
50,113,23868,64043968,23,0
15,34,14366,32127181,26,0
42,94,24231,8871942,24,0
287,642,51297,23107622,19,0
139,311,57613,62204146,21,0
80,179,48831,26262531,22,0
66,149,46745,47685015,23,0
167,375,57738,38861542,21,1
15,34,50005,4821066,26,0
8,17,49168,57346340,27,0
291,651,33002,16090260,19,0
58,130,41250,37342354,23,0
38,85,48349,46276896,24,0
96,215,22721,30665185,22,0
8,19,78883,249165,27,0
66,149,40488,8464019,23,0
96,215,70413,61257644,22,0
99,222,93870,59649464,22,0
58,130,28725,11745165,23,0
133,297,21645,28741315,21,0
7,16,28187,3240662,27,0
242,542,11145,62499552,20,0
12,28,70319,42893926,26,0
40,89,44611,64667268,24,0
21,48,44034,7752437,25,0
253,567,23870,17103355,20,0
16,35,51516,60894468,26,0
26,59,47221,13922284,25,0
40,89,17178,1053880,24,0
14,32,21948,47626852,26,0
46,103,21610,53899269,23,0
192,430,51297,39852270,20,0
80,179,63867,21727045,22,0
216,483,58289,60768414,20,1
11,25,61136,41039374,26,0
229,512,46324,53377485,20,0
11,24,50872,31483263,26,0
42,94,38548,5014870,24,0
92,206,48562,67670695,22,0
211,472,52414,39021614,20,1
10,23,62202,74392520,27,0
33,74,34960,34134035,24,0
4,9,57419,58079049,28,0
35,78,28624,3049398,24,0
30,68,16909,17260052,24,0
58,130,40706,39817428,23,0
192,430,29676,63730891,20,0
146,326,51533,70520838,21,1
47,105,54071,40881910,23,0
22,49,20185,6263627,25,0
16,35,46201,2651621,26,0
8,18,77772,34064242,27,0
44,98,59086,4070999,23,0
8,18,72884,49922451,27,0
6,15,29421,71054686,27,0
22,49,60380,66521151,25,0
11,26,30763,711765,26,0
69,156,36399,26889899,22,0
8,17,69092,70539317,27,0
16,35,61866,45168167,26,0
18,41,23268,5744774,25,0
38,85,71047,55137580,24,0
10,23,43753,31741527,27,0
183,411,30840,48916738,20,0
216,483,93120,53003806,20,0
29,65,29966,38090526,24,0
96,215,16182,70610598,22,0
101,225,67904,62734315,22,0
18,41,39571,2893190,25,0
76,171,44808,39893450,22,0
5,13,59053,26949393,28,0
4,9,55445,52614011,28,0
17,39,53500,5298493,25,0
76,171,21876,27438704,22,0
9,20,48461,758519,27,0
20,45,59063,55989620,25,0
242,542,64629,48456269,20,0
31,71,30158,6379398,24,0
53,118,31804,4323594,23,0
69,155,81302,51915279,22,0
152,340,75534,21201559,21,1
228,510,46170,45828860,20,0
23,51,22788,55751039,25,0
30,68,36860,67096284,24,0
175,392,70210,50646061,20,0
265,594,74340,63095383,20,0
53,118,74532,24068570,23,0
66,149,22695,34738643,23,0
53,118,32704,15619116,23,0
121,271,9051,34951663,21,0
26,59,25690,70360610,25,0
33,74,97883,60851422,24,0
16,35,51526,48914409,26,0
287,642,39321,25464923,19,0
6,13,22360,2653525,28,0
211,472,11782,45309046,20,0
9,20,79699,60406361,27,0
119,266,41639,50901109,21,0
76,171,43949,19335978,22,0
74,166,23807,49889900,22,0
24,54,19191,18558126,25,0
31,69,24246,31651321,24,0
35,79,72309,65898866,24,0
35,78,26010,33405117,24,0
146,326,17825,73284331,21,0
42,94,37632,12170462,24,0
105,236,54854,21610559,22,0
101,225,19806,72742860,22,1
163,366,66337,40417806,21,1
55,124,80011,65850297,23,0
34,76,55839,61262417,24,0
72,161,85921,49432230,22,0
15,34,39476,3908246,26,0
36,82,31516,20187685,24,0
197,442,42222,34327355,20,1
24,53,44190,43964577,25,0
211,472,56549,27346850,20,0
22,50,87260,59905552,25,0
53,118,51071,18408866,23,0
2,6,38748,271604,29,0
92,206,51641,3487966,22,0
42,94,43771,19300423,24,0
32,72,5611,12945460,24,0
40,89,18283,23930675,24,0
17,39,57151,74586043,25,0
25,56,40245,35469270,25,0
66,149,54257,35689881,23,0
29,66,38106,50345592,24,0
33,74,30249,69703090,24,0
36,82,53683,57308126,24,0
22,49,42955,6214516,25,0
101,225,99864,50000280,22,0
201,450,52117,15344302,20,0
35,78,49295,43089676,24,0
6,13,25839,1268621,28,0
27,61,70444,11849174,24,0
305,682,66118,22833609,19,0
80,179,46019,14295056,22,0
12,28,13577,31142428,26,0
50,113,66532,47524485,23,0
5,13,18602,24126113,28,0
16,37,47021,3128730,26,0
26,59,31206,17231318,25,0
63,142,44190,30249765,23,0
4,9,40379,239785,28,0
53,118,27499,7624645,23,0
192,430,38442,17630627,20,1
63,141,25199,10666002,23,0
63,142,27930,58919589,23,0
76,171,50630,46253153,22,0
227,508,103853,24113269,20,0
8,17,36863,73180306,27,0
22,49,10906,5022858,25,0
26,58,57269,27387355,25,0
19,43,39836,50845419,25,0
116,259,55213,45487562,21,1
29,65,28642,10577389,24,0
248,554,89834,70384434,20,0
201,450,54861,31464741,20,0
10,22,61025,1180409,27,0
175,392,83999,38359395,20,1
192,430,18757,23287013,20,1
20,45,37509,726411,25,0
10,22,29829,47630614,27,0
17,39,51430,58052519,25,0
69,156,24453,30226893,22,0
10,22,61257,71574198,27,0
35,78,49178,62813092,24,0
11,24,36059,41789968,26,0
37,83,31219,6154518,24,0
50,112,36257,17189233,23,0
60,136,55732,69173767,23,0
69,156,35802,57463591,22,0
88,198,52250,57831327,22,0
63,142,81708,48895425,23,0
160,358,70112,43564462,21,0
33,74,18747,22248809,24,0
58,130,51927,37815573,23,0
299,669,84260,64878589,19,0
62,138,107145,14117187,23,0
31,71,24024,26707182,24,0
84,189,66543,21438965,22,0
265,594,15255,38051974,20,0
22,49,54501,9727801,25,0
216,483,82423,28796135,20,0
50,113,58171,27409839,23,0
30,68,61544,18694324,24,0
96,215,41427,43800071,22,0
11,25,71028,72686466,26,0
183,411,41968,28558418,20,0
6,14,2614,4073369,28,0
3,7,13751,187862,29,0
162,363,34691,64921057,21,0
40,89,64360,37281715,24,0
69,156,41814,45315460,22,0
10,22,50942,63935368,27,0
265,594,95084,63794714,20,0
46,103,29602,67979725,23,0
24,54,94784,71865354,25,0
175,392,33247,60101733,20,1
15,34,20660,3602442,26,0
38,85,25559,32283612,24,0
196,438,95498,74782568,20,0
9,20,99742,68545404,27,0
7,17,70600,65605054,27,0
55,124,41096,54220679,23,0
18,41,63171,64245635,25,0
211,472,88209,40342893,20,0
324,724,70363,1727503,19,1
15,34,25778,62639737,26,0
38,85,44190,7276403,24,0
13,29,53326,377785,26,0
7,16,22644,62541708,27,0
8,19,33955,19988287,27,0
39,88,52901,7590160,24,0
53,118,39332,34110662,23,0
231,517,56261,19282421,20,0
7,17,21573,1989521,27,0
7,16,23869,827546,27,0
110,247,71235,42251856,21,0
21,47,48757,3289627,25,0
8,19,63768,57368471,27,0
84,187,36184,46301361,22,0
131,295,59561,61350478,21,0
110,247,78936,68166331,21,0
26,59,60158,63741589,25,0
12,27,23599,6239170,26,0
23,51,22676,55947637,25,0
48,108,8624,38218538,23,0
26,59,56931,65671996,25,0
13,31,22602,37046081,26,0
53,118,27396,35225896,23,0
80,179,44579,51419889,22,0
86,194,67414,58326706,22,0
6,14,29432,67407546,28,0
26,59,78383,47318561,25,0
167,375,11109,36757319,21,0
69,156,24053,2928840,22,0
84,187,42657,33040248,22,0
26,59,22543,18252141,25,0
121,271,45819,54125811,21,0
58,130,46996,52670465,23,0
27,62,58570,66534823,24,0
141,316,82412,35083900,21,1
5,11,33277,7996720,28,0
121,271,50154,51118999,21,0
6,13,23834,63080943,28,0
116,259,80950,65734849,21,0
14,32,52484,59858386,26,0
25,56,49569,1784370,25,0
40,89,47099,25089354,24,0
315,704,75983,69873274,19,0
5,12,9308,14396737,28,0
270,605,20387,42092778,19,1
12,28,56696,68141400,26,0
105,236,38431,68682313,22,0
66,149,47408,37582090,23,0
36,82,40857,19223528,24,0
30,68,27479,25641271,24,0
138,309,63814,28522193,21,0
31,71,72497,64959421,24,0
146,326,55542,57353547,21,1
5,11,25906,55818774,28,0
10,22,34588,29473113,27,0
80,179,77269,22161945,22,0
46,103,63777,71561275,23,0
29,65,93457,50987947,24,0
132,296,28047,32387143,21,0
69,156,14290,50789403,22,0
274,613,44910,38605227,19,1
88,196,74796,52996827,22,0
152,342,44190,10545680,21,0
183,411,80692,57880310,20,1
35,78,67329,61617416,24,0
69,156,69431,60732775,22,0
50,113,26220,31191548,23,0
116,259,57196,28165293,21,1
55,124,45721,18416976,23,0
42,94,43212,29130996,24,0
46,103,58627,61077322,23,0
46,103,33692,20693411,23,0
76,171,41339,53274186,22,0
18,41,57571,49436616,25,0
4,8,47405,58670691,29,0
175,392,103999,41529788,20,0
221,494,54454,56821085,20,0
116,259,46206,21465356,21,0
20,45,37932,7298984,25,0
53,118,26626,3528820,23,0
10,22,25417,1090607,27,0
160,358,100238,7906613,21,1
80,179,39249,17108518,22,0
55,124,29086,32550548,23,0
36,82,23659,11525618,24,0
30,68,21092,15827468,24,0
42,94,37995,65401429,24,0
12,27,13946,5037287,26,0
10,22,15596,689512,27,0
63,142,35748,23311336,23,0
48,108,61449,55621326,23,0
44,98,49654,27649717,23,0
12,28,21096,305589,26,0
46,103,49684,30822410,23,0
116,259,29061,12581134,21,0
16,35,35510,5715993,26,0
42,94,56782,60578618,24,0
265,594,25739,65096260,20,0
20,45,53678,4871045,25,0
138,371,48832,37031114,21,0
22,49,30842,49094128,25,0
19,43,26717,34720892,25,0
18,41,23012,7282441,25,0
8,19,16815,9367273,27,0
201,450,70358,19752884,20,0
8,18,35913,1586312,27,0
27,62,20229,48244049,24,0
4,10,27281,8033538,28,0
31,71,22755,9633093,24,0
19,43,32889,4706874,25,0
36,82,22781,29036931,24,0
85,190,24758,18440789,22,0
48,108,75427,53705073,23,0
29,65,21634,21404247,24,0
146,326,79733,27128478,21,1
46,103,30240,12745776,23,0
25,56,50444,48765665,25,0
19,43,24369,2704403,25,0
13,30,52191,4791863,26,0
20,45,17890,6050649,25,0
236,529,96460,42776097,20,0
22,49,33353,5089952,25,0
96,215,44992,56605154,22,0
27,60,28331,17266015,24,0
23,51,23484,3254322,25,0
121,271,38384,39206533,21,0
30,68,32719,32916560,24,0
146,326,39534,45252644,21,0
69,156,38323,27038850,22,0
20,45,34338,1915891,25,0
21,48,24158,48848467,25,0
8,17,70743,36307249,27,0
50,113,32358,62399509,23,0
6,15,36233,928467,27,0
48,108,83073,64409449,23,0
249,557,64366,73001936,20,0
221,494,88556,10359322,20,1
121,271,58390,11057463,21,1
7,17,80297,64770156,27,0
152,342,55505,68311036,21,0
242,542,22557,40142892,20,0
29,65,58905,74479958,24,0
139,311,83777,60974572,21,0
192,430,10344,65515747,20,0
242,542,45486,36912313,20,0
50,112,42396,48260041,23,0
42,94,27610,45066107,24,0
192,430,61427,21262786,20,0
29,65,20666,18007021,24,0
58,130,18027,42849121,23,0
42,94,48485,39189193,24,0
305,682,43375,19786038,19,0
50,113,44745,62768672,23,0
20,45,27020,4202551,25,0
5,12,29317,346625,28,0
20,45,34128,18052929,25,0
24,54,20495,12236691,23,0
12,27,16997,55564158,26,0
35,78,39996,32092462,24,0
53,120,27071,7683548,23,0
5,11,44753,51689717,28,0
60,136,71258,70280982,23,0
92,206,33747,37208159,23,0
14,32,48132,58149135,26,0
22,49,36598,25751023,25,0
24,54,37042,2364339,25,0
16,35,29281,27001772,26,0
36,82,20149,45479335,24,0
148,332,56404,36692764,21,0
246,552,66122,69608803,20,1
19,43,22959,34759908,25,0
35,78,51050,8638503,24,0
66,149,23586,20048503,23,0
8,17,25721,72400112,27,0
101,225,83170,13797536,22,0
7,16,23112,33010519,27,0
14,33,26720,42005839,26,0
11,25,30395,39822655,26,0
26,59,47459,25291007,25,0
16,35,49593,48000170,26,0
2,4,74301,74741109,30,0
146,326,36969,72245361,21,0
11,24,56955,63419608,26,0
11,25,76973,60542003,26,0
17,39,60099,5478868,25,0
3,7,35319,34642773,29,0
29,65,40695,13418884,24,0
21,130,64163,51572901,25,0
33,75,89440,68484945,24,0
22,50,24641,13415124,25,0
133,297,64925,67660973,21,0
27,62,12231,10708205,24,0
11,24,46079,1544671,26,0
42,94,61073,57827668,23,0
41,92,49445,13383229,24,0
29,65,40536,26334252,24,0
76,171,68381,19396407,22,0
42,94,22105,69282599,24,0
133,297,52914,13226428,21,0
6,14,11536,9368370,28,0
44,98,24518,21623138,23,0
265,594,43511,27567099,20,0
16,37,6131,34605410,26,0
50,113,36406,11265215,23,0
139,311,91909,55090554,21,0
18,41,32588,1602427,25,0
46,103,26595,8170193,23,0
113,254,95807,25930734,21,1
9,20,84776,70161002,27,0
106,238,10980,63758927,21,0
35,78,31548,5557536,24,0
175,392,23664,52906461,20,0
105,236,111667,32172429,22,0
2,4,20148,6851915,30,0
73,163,73364,25035271,22,0
84,187,70138,32648101,22,0
21,47,70578,44902002,25,0
21,47,89155,33518099,25,0
48,108,30806,61255449,23,0
84,187,109135,26537254,22,0
133,297,42057,38666947,21,0
80,179,48226,20643271,22,0
200,448,31351,37680292,20,0
16,36,58931,49378013,26,0
127,284,55079,33996034,21,1
60,136,19637,12358707,23,0
11,26,25638,5429509,26,0
42,94,31469,25178897,24,0
20,45,54406,63244746,25,0
278,622,62700,18645570,19,0
253,567,72278,55136706,20,1
25,58,59269,6461461,25,0
58,130,59371,25882902,23,0
14,32,12749,27151635,26,0
96,215,48796,64725443,22,0
30,68,45444,36984338,24,0
13,29,49876,953824,26,0
29,65,37276,15506160,24,0
16,35,25509,47105731,26,0
259,580,103755,47838768,20,1
14,32,53856,4312103,26,0
20,45,23347,62962126,25,0
242,542,52222,34179839,20,1
30,68,59019,66449560,24,0
232,520,103716,69376113,20,1
127,284,108985,51760009,21,0
265,594,49248,71820956,20,0
48,108,66165,45325264,23,0
12,28,12781,4962930,26,0
66,149,59596,32303321,23,0
46,103,72487,8207710,23,0
105,236,22095,24004658,22,0
35,78,39434,3531685,24,0
23,51,75500,74226260,25,0
7,17,20257,19065200,27,0
16,37,32788,5810415,26,0
8,18,17844,3775559,27,0
10,23,26753,72388481,27,0
16,124,21912,46387136,26,0
38,85,49547,43943086,24,0
46,103,22979,10962837,23,0
192,430,23492,39440128,20,0
36,81,72731,21265520,24,0
26,59,39972,12781178,25,0
110,247,84314,73525916,21,0
73,165,44190,25064396,22,0
291,651,30320,42469337,19,0
58,130,28079,25346768,23,0
83,187,41285,11290913,22,0
110,247,105066,16120881,21,0
2,5,46763,46918451,30,0
6,13,35284,59000088,28,0
4,8,67366,68352931,29,0
3,7,40897,11575932,29,0
150,337,21022,42766567,21,1
80,179,63118,18223761,22,0
273,610,75736,50824962,19,0
25,56,46741,65093206,25,0
280,628,38818,22414093,19,1
221,494,73968,37630027,20,0
36,169,32637,14135539,24,0
49,111,39229,8296629,23,0
18,41,34474,2468395,25,0
76,171,77487,20873589,22,0
58,130,12892,36372580,23,0
12,28,35837,40749419,26,0
34,77,20623,37221601,24,0
183,411,77248,65813597,20,1
13,30,37931,29500009,26,0
101,225,9135,50876179,22,0
111,248,24281,12960519,21,0
29,65,47049,20708417,24,0
21,47,42701,72980688,25,0
76,171,26349,62520030,22,0
84,187,25045,10146283,22,0
22,49,60970,66604016,25,0
72,162,59400,20942184,22,0
139,311,40795,61475758,21,0
93,208,48059,69934369,22,0
20,45,28616,70046404,25,0
69,154,42589,42499480,22,0
19,43,67931,57761945,25,0
55,124,22359,20339007,23,0
92,206,34120,48798095,22,0
18,40,28452,64003614,25,0
9,21,25637,54734585,27,0
134,300,27464,8482256,21,1
6,13,78124,51718388,28,0
27,62,35944,39013385,24,0
15,34,5030,3882216,26,0
31,71,24280,51722437,24,0
133,297,69741,70419162,21,0
127,284,65841,31399654,21,0
60,136,35871,5905966,23,0
48,108,16830,20730802,23,0
17,39,28046,35644855,25,0
146,326,57963,31930592,21,0
88,196,40666,42653523,22,0
24,54,20223,11223969,25,0
5,12,22947,65452811,28,0
5,12,22296,793121,28,0
12,28,24430,33647258,26,0
46,103,51227,59576371,23,0
50,113,67851,44766397,23,0
13,29,55477,39622392,26,0
6,13,43632,39066099,28,0
183,411,50525,61983061,20,0
44,98,28642,47768530,23,0
26,59,41621,22893043,25,0
139,311,59137,33128041,21,1
73,164,52616,56698676,22,0
12,27,11754,48196210,26,0
101,225,52430,42673469,22,0
8,17,27034,10217765,27,0
33,74,43227,24120846,24,0
9,21,22919,60620146,27,0
166,373,47927,33521391,21,0
42,94,102401,74069799,24,0
10,23,23750,48704613,27,0
30,68,45956,46185099,24,0
55,124,73266,5575661,23,0
20,45,64962,41838480,25,0
167,375,66915,57081618,21,1
63,142,36533,37755208,23,0
84,187,26210,9809164,22,0
29,65,85818,30380554,24,0
12,27,10888,50794164,26,0
55,124,103764,68153567,23,0
110,247,45051,34709706,21,0
35,78,42680,59296292,24,0
110,247,65085,65237079,21,1
110,247,71633,62565849,21,0
89,200,41946,9434197,22,0
80,179,40144,25578883,22,0
282,631,81827,32398162,19,0
9,20,44789,45899145,27,0
146,326,24198,31772283,21,1
17,39,31021,3233009,25,0
46,103,27417,61907506,23,0
40,89,37577,13451488,24,0
30,67,17098,47403669,24,0
283,633,32879,3046462,19,1
50,113,53568,50871962,23,0
127,284,93794,55517837,21,0
14,32,98552,63258467,26,0
11,24,13537,19045210,26,0
17,39,11610,11990227,25,0
40,89,13493,60365926,24,0
101,225,80455,55816388,22,0
84,187,30779,40648838,22,0
278,622,85194,15876857,19,0
21,47,56139,63660984,25,0
83,187,28568,9658008,22,0
124,279,59835,42246701,21,1
84,187,84119,51004832,22,0
76,171,65248,14442321,22,0
80,179,73888,41194467,22,0
16,35,49257,2608484,26,0
46,103,24613,45881904,23,0
157,351,28786,64209859,21,0
69,156,44633,40411325,22,0
221,494,34151,39718866,20,0
110,246,55043,69635062,21,0
121,271,11993,45020483,21,0
27,62,18137,50378097,24,0
253,567,54249,32806650,20,0
84,187,61861,59885457,22,0
11,24,34201,46826105,26,0
58,130,21988,30495362,23,0
14,32,62027,66033501,26,0
33,74,57771,61891072,24,0
96,215,93030,62794928,22,0
15,34,27404,58194113,26,0
9,21,35823,129018,27,0
152,342,54729,51354205,21,1
36,82,23220,17181973,24,0
25,56,49048,45258445,25,0
12,27,59566,51127777,26,0
242,542,56132,32825666,23,1
130,292,91616,23756696,21,0
50,113,34219,4689589,23,0
12,28,23041,9391963,26,0
32,72,54341,3564967,24,0
7,16,21944,35406794,27,0
150,337,51786,22380354,21,1
12,27,35497,2553347,26,0
46,103,39837,35880636,23,0
110,247,100291,69644144,21,1
263,588,69411,73370395,20,0
40,89,34425,19737908,24,0
35,78,55769,62788059,24,0
10,23,69431,52641586,27,0
183,411,84948,72519969,20,0
8,19,58308,54244280,27,0
167,375,23434,72307131,21,1
6,13,26167,2564485,28,0
122,272,47878,58203400,21,0
26,59,29514,1987528,25,0
30,68,53911,52254756,24,0
2,6,6044,7671509,29,0
36,82,18412,3834496,24,0
240,537,63252,55806887,20,0
20,44,69987,53050419,25,0
64,143,46076,24025789,23,0
35,78,82920,59629209,24,0
15,34,21446,12510855,26,0
173,387,46573,38297556,20,1
55,124,27969,39050852,23,0
85,191,10041,54771688,22,0
79,177,38205,57291394,22,0
31,71,28077,29211314,24,0
16,36,33638,224505,26,0
38,85,43842,12947383,24,0
19,43,27108,7104681,25,0
35,78,41062,35533680,24,0
5,12,87429,15938265,28,0
53,118,52291,58648879,23,0
6,13,69436,45244615,28,0
30,68,60721,49038264,24,0
69,156,33755,33671377,22,0
101,225,81346,52313749,22,0
116,259,81166,61271428,21,0
174,390,92676,57534954,20,1
121,271,11428,57195080,21,0
1,2,26893,14110508,32,0
133,297,51077,46822665,21,0
24,54,108719,56113749,25,0
14,32,22682,10944973,26,0
239,534,33337,52226138,20,1
6,14,20270,21763750,28,0
291,651,54511,61407038,19,0
35,78,32576,44603979,24,0
22,49,26003,42170335,25,0
252,564,34427,44034388,20,0
96,215,48858,63823897,22,0
27,62,89369,10521722,24,0
16,35,24138,50261859,26,0
175,392,106864,65021634,20,1
11,25,57572,40568834,26,0
30,68,34904,5445861,24,0
163,366,61689,29517428,21,1
4,10,21131,31613193,28,0
4,8,23515,60106156,29,0
24,54,50909,1543316,25,0
58,130,87664,61021915,23,0
5,11,73896,61758020,28,0
128,288,87789,49531314,21,0
40,89,73499,62932892,24,0
236,529,50440,16783999,20,0
231,517,81273,18273741,20,0
12,27,15375,30567810,26,0
53,118,62533,27301271,23,0
86,193,18780,29472038,22,0
35,78,25615,67180121,24,0
18,40,36304,5613637,25,0
35,78,61056,62154295,24,0
192,430,93858,31555551,20,1
4,9,20564,34044966,28,0
2,5,29480,1110506,30,0
13,29,21364,6216067,26,0
34,76,58294,68287430,24,0
10,22,78653,68389849,27,0
231,517,58831,62577873,20,0
16,35,52205,1281725,26,0
175,392,62754,17942234,20,0
175,392,35847,27494205,20,0
22,49,24543,17230049,25,0
84,187,51485,42170111,22,0
25,56,26484,9229621,25,0
231,517,91336,60425617,20,1
62,139,58637,63306838,23,0
11,25,48691,64838317,26,0
66,149,41611,31004228,23,0
65,146,7081,47144794,23,0
22,49,56789,30870610,25,0
76,171,22948,61274061,22,0
12,27,20028,11762817,26,0
44,98,26496,35818939,23,0
48,108,40826,46026727,23,0
80,179,59435,53596562,22,0
7,16,21573,36311120,27,0
44,98,20033,36184051,23,0
127,284,15849,30038006,21,0
19,44,30000,2622541,25,0
5,12,25239,2270163,28,0
65,145,69588,13003854,23,0
49,110,60602,2922248,23,0
33,74,34151,31638316,24,0
211,472,92235,74728258,20,0
121,271,72845,63527121,21,0
48,108,22050,62307370,23,0
44,98,30710,44385293,23,0
12,27,25712,22393956,26,0
167,375,39424,21130938,21,1
280,628,40242,8122819,19,1
116,259,35665,73652140,21,1
31,71,44736,36253869,24,0
4,9,18502,704304,28,0
55,124,39685,16371318,23,0
43,97,17556,17801534,23,0
265,594,48863,38385150,20,0
20,45,24878,8955386,25,0
9,21,22495,14407602,27,0
25,56,15144,30950303,25,0
92,206,20298,31303467,22,0
55,124,22049,16482489,23,0
19,43,27337,13525435,25,0
24,54,14888,9644851,25,0
291,651,91092,34000260,19,0
44,98,48466,28294497,23,0
8,18,60148,27379983,27,0
183,411,87274,8675888,20,0
44,98,52728,21785444,23,0
25,58,42303,16472066,25,0
17,39,46866,5863292,25,0
16,35,24037,980718,26,0
31,71,42474,46341157,24,0
21,47,47458,54873688,25,0
22,49,35361,3623367,25,0
6,14,63697,63683196,28,0
48,108,33155,24368685,23,0
64,143,18724,18590368,23,0
62,138,46578,23409475,23,0
48,108,56247,49009402,23,0
2,4,39481,41811786,30,0
9,21,85145,65981128,27,0
175,392,77831,11218795,20,0
16,35,30676,545746,26,0
146,326,16753,33024917,21,0
133,297,34175,25507829,21,0
13,31,52954,26218212,26,0
197,442,37632,26810203,20,0
42,94,46736,48386492,24,0
36,82,54681,5069130,24,0
33,74,27909,70447094,24,0
13,29,84795,63755681,26,0
19,43,18797,21492323,25,0
8,18,40510,62932927,27,0
38,85,54714,20376494,24,0
65,145,34324,17664840,23,0
80,179,63187,63628163,22,0
183,411,81863,72489940,20,1
76,171,63362,29827374,22,0
16,36,32332,5128383,26,0
231,517,45330,32384938,20,0
16,35,17951,62497496,26,0
7,17,31459,64664398,27,0
48,108,34890,28515241,23,0
56,125,2617,15141000,23,0
25,57,47823,34309960,25,0
207,463,48351,72724605,20,0
35,78,38973,57869150,24,0
50,113,47125,33493967,23,0
127,284,34913,15450359,21,0
321,717,87917,26828748,19,0
18,41,35869,5879700,25,0
23,51,19687,11733763,25,0
42,94,57969,18622149,24,0
14,33,39207,3360570,26,0
40,89,48667,26133333,24,0
105,236,47798,53449011,22,0
19,43,20774,5375610,25,0
11,24,43884,735702,26,0
116,259,65397,12256987,21,0
25,56,86722,72223964,25,0
73,163,46881,34915624,22,0
17,39,28060,70782694,25,0
19,43,40766,73498638,25,0
60,136,57696,15005007,23,0
11,25,25472,24683040,26,0
284,636,102372,74429445,19,1
21,47,65468,69093586,25,0
53,118,24509,6652671,23,0
33,74,52586,68569557,24,0
6,13,14506,535986,28,0
291,651,90588,40475211,19,0
8,19,23977,9026820,27,0
196,438,44166,20238209,20,1
17,39,24394,24592477,25,0
110,247,47107,65934512,21,0
22,49,42891,51768207,25,0
96,215,26787,7850869,22,0
153,343,74416,65700143,21,0
23,51,22708,13230051,25,0
146,326,63294,68814868,21,0
242,542,105449,24408668,20,0
58,130,44190,16817980,23,0
8,18,32909,34504204,27,0
14,33,62752,44240566,26,0
187,418,32656,68168895,20,0
69,156,74311,26307815,22,0
8,19,19341,789237,27,0
30,68,84724,4272866,24,0
33,74,46033,13014228,23,0
240,537,33863,3360321,20,1
24,54,38479,8230087,25,0
201,450,67109,27620040,20,0
116,259,88847,36262559,21,0
127,284,37667,5370057,21,1
42,94,30509,7987164,24,0
5,11,33972,795714,28,0
21,48,53132,45480024,25,0
50,113,55910,25094760,23,0
8,17,53482,509176,27,0
38,85,37480,25949076,24,0
152,342,42414,44726276,21,0
3,8,53971,44524463,29,0
58,130,12193,48258851,23,0
40,89,31967,20109975,24,0
128,288,44190,71354253,21,0
8,18,31381,29254940,27,0
25,56,19753,13953065,25,0
12,27,68259,57027990,26,0
40,89,29962,9944417,24,0
73,163,48761,37744406,22,0
150,337,16977,39976352,21,1
15,34,45834,6638101,26,0
20,45,47143,59574891,25,0
7,17,60075,72923021,27,0
22,49,40006,6908148,25,0
18,41,75766,53360561,25,0
55,124,55652,40760404,23,0
73,163,19614,64202049,22,0
24,54,43791,18829947,25,0
14,33,83435,68919865,26,0
50,113,23028,13376777,23,0
27,61,20753,23435465,24,0
133,297,80541,44790835,21,0
53,118,53850,65832147,23,0
8,19,76381,56292209,27,0
88,196,51139,55321899,22,0
11,24,59207,27534247,26,0
53,118,23895,74539267,23,0
9,20,15613,20291599,27,0
167,375,94855,62067908,21,1
15,34,20646,58412267,26,0
324,724,33232,25924332,19,0
139,311,23323,55424512,21,1
6,14,43105,28927132,28,0
0,2,27610,24458482,32,0
8,18,57049,40805433,27,0
23,51,27605,19565191,25,0
197,440,72630,69513567,20,0
58,130,21500,54647568,23,0
12,28,26949,9304734,26,0
8,19,17600,5019579,27,0
231,517,78457,22725142,20,0
27,62,31256,13350072,24,0
69,156,33318,38966964,22,0
139,312,44190,24499799,21,0
44,98,44622,4911080,23,0
192,430,83302,73028957,20,0
80,179,29153,66082117,22,0
63,142,85311,65789712,23,0
160,358,47506,73318544,21,0
9,20,33403,24605342,27,0
221,494,76879,54981151,20,1
269,602,72951,61771078,19,0
66,149,47524,36704588,23,0
13,31,29579,74122476,26,0
324,724,62688,64581930,19,0
48,107,34632,18073897,23,0
139,311,52898,8191399,21,1
36,82,33058,13778579,24,0
